ROUTEID,ROUTENAME,ROADTYPE,BLOCKKEY,TOTALTRAVELLANES,TOTALTRAVELLANEWIDTH,TOTALTRAVELLANESINBOUND,TOTALTRAVELLANESOUTBOUND,SUMMARYDIRECTION,FHWAFUNCTIONALCLASS,NHSCODE,OWNERSHIP,SPEEDLIMITS_IB,SPEEDLIMITS_OB,STREETNAME,STREETTYPE,BLOCKID,DCFUNCTIONALCLASS,NHSTYPE,WARD_ID,ANC_ID,SMD_ID,BLOCK_NAME,ROAD,START,END,MIDPOINT,ADDRESS,MAR_ID,SURFACE_TYPE,OBJECTID,SHAPE,DC_MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS,SHAPELEN
11045132,HILLANDALE DR NW,1,a203a6a1fb3146c07e9b0e5f0dc53b25,2,28,1,1,BD,7,,5,,20,HILLANDALE,DR,11045132-11045132_11049082A_11049082A_11058772A_11058772A-11044952_11045132_11068752,19,,2,2E,2E01,1900 - 1999 BLOCK OF HILLANDALE DRIVE NW,HILLANDALE DRIVE NW,1900,1999,1950,"1950 HILLANDALE DRIVE NW WASHINGTON, DC",805199,0,2782045,,5,26,0
11040492,GLENBROOK RD NW,1,dd26b3d5c3f3844dcb2d97444b2b8cc9,2,16,1,1,BD,7,,1,,20,GLENBROOK,RD,11040492-11040492_11068252-11040492_11057002,19,,3,3D,3D02,4990 - 4999 BLOCK OF GLENBROOK ROAD NW,GLENBROOK ROAD NW,4990,4999,4995,"4995 GLENBROOK ROAD NW WASHINGTON, DC",808748,0,2782046,,1,1,0
11001302,13TH ST NW,1,817eb7a7cc65b4434f9be965bdcf8d0b,2,26,1,1,BD,4,,1,,25,13TH,ST,11001302-11001302_11084562-11001302_11090542,16,,1,1B,1B08,1900 - 1917 BLOCK OF 13TH STREET NW,13TH STREET NW,1900,1917,1909,"1909 13TH STREET NW WASHINGTON, DC",805617,7,2782047,,1,1,0
11002302,23RD ST NW,1,3a64e865a5b9a44bc2f5f1356b9f6194,4,40,2,2,BD,3,1,1,,20,23RD,ST,11002302-11002302_11038612-11002302_11042442,14,NHS Non-Interstate,2,2A,2A09,700 - 799 BLOCK OF 23RD STREET NW,23RD STREET NW,700,799,750,"750 23RD STREET NW WASHINGTON, DC",811836,7,2782048,,1,1,0
11064352,NEWLANDS ST NW,1,d6832837b002236f20fdc2fd1f13e89f,2,18,1,1,BD,7,,1,,20,NEWLANDS,ST,11064352-11002702_11064352-11002802_11064352,19,,4,3/4G,3/4G03,2700 - 2798 BLOCK OF NEWLANDS STREET NW,NEWLANDS STREET NW,2700,2798,2749,"2749 NEWLANDS STREET NW WASHINGTON, DC",805876,0,2782049,,1,1,0
11017812,BROAD BRANCH RD NW,1,81f919a8bf11283589aef37ebb703e5f,2,20,1,1,BD,5,,1,,20,BROAD BRANCH,RD,11017812-11002702_11017812-11003202_11017812_11055962_11064022,17,,4,3/4G,3/4G03,5100 - 5279 BLOCK OF BROAD BRANCH ROAD NW,BROAD BRANCH ROAD NW,5100,5279,5190,"5190 BROAD BRANCH ROAD NW WASHINGTON, DC",810530,6,2782050,,1,1,0
11003032,30TH PL NW,1,f24533870a56718c8a150289518ccc96,2,16,1,1,BD,7,,1,,20,30TH,PL,11003032-11003032_11060642-11003032_11054922,19,,4,3/4G,3/4G03,5400 - 5499 BLOCK OF 30TH PLACE NW,30TH PLACE NW,5400,5499,5450,"5450 30TH PLACE NW WASHINGTON, DC",808130,0,2782051,,1,1,0
11065262,NORTHAMPTON ST NW,1,b4ca388f671e890ee8c7ac991bd5c0fd,2,16,1,1,BD,7,,1,,20,NORTHAMPTON,ST,11065262-11063762_11065262-11003002_11065262,19,,4,3/4G,3/4G04,3100 - 3110 BLOCK OF NORTHAMPTON STREET NW,NORTHAMPTON STREET NW,3100,3110,3105,"3105 NORTHAMPTON STREET NW WASHINGTON, DC",809734,0,2782052,,1,1,0
11002002,20TH ST NW,1,7fe918cd5d011951284b7662d3ee9093,2,22,0,2,OB,4,,1,,20,20TH,ST,11002002-11002002_11042442-11002002_11047772_11069812,16,,2,2A,2A07,800 - 819 BLOCK OF 20TH STREET NW,20TH STREET NW,800,819,810,"810 20TH STREET NW WASHINGTON, DC",807103,7,2782053,,1,1,0
11015532,BERKELEY TER NW,1,2d7bb5cccaa58fd68a995451a028f4fa,2,32,1,1,BD,7,,1,,20,BERKELEY,TER,11015532-11015532_11015532A-11004802_11015532,19,,3,3D,3D05,4764 - 4799 BLOCK OF BERKELEY TERRACE NW,BERKELEY TERRACE NW,4764,4799,4782,"4782 BERKELEY TERRACE NW WASHINGTON, DC",815607,0,2782054,,1,1,0
11048622,IRIS ST NW,1,35c5b78bb87b97657234b82988b940ab,2,16,1,1,BD,7,,1,,15,IRIS,ST,11048622-11001402_11048622-11001602_11048622,19,,4,4A,4A02,1400 - 1599 BLOCK OF IRIS STREET NW,IRIS STREET NW,1400,1599,1500,"1500 IRIS STREET NW WASHINGTON, DC",812740,0,2782055,,1,1,0
11016052,BLAGDEN AVE NW,1,93bc2f6ca785826bb5bee614f29448ee,2,20,1,1,BD,5,,1,,25,BLAGDEN,AVE,11016052-11016052_11059672-11009882_11016052,17,,4,4E,4E06,4209 - 4499 BLOCK OF BLAGDEN AVENUE NW,BLAGDEN AVENUE NW,4209,4499,4354,"4354 BLAGDEN AVENUE NW WASHINGTON, DC",801964,6,2782056,,1,1,0
11002202,22ND ST NW,1,02c6e133e80ecbcac339e6b3981b1882,1,10,0,1,OB,4,,1,,20,22ND,ST,11002202-11002202_11063182-11002202_11064482,16,,2,2A,2A06,1300 - 1319 BLOCK OF 22ND STREET NW,22ND STREET NW,1300,1319,1310,"1310 22ND STREET NW WASHINGTON, DC",806794,6,2782057,,1,1,0
11059602,MASSACHUSETTS AVE NW,1,bb9eff077a35dd3399de3d264ca7b22c,6,54,3,3,BD,3,1,1,,20,MASSACHUSETTS,AVE,11059602-11001202_11059602-11001302_11059602,14,NHS Non-Interstate,2,2C,2C04,1200 - 1299 BLOCK OF MASSACHUSETTS AVENUE NW,MASSACHUSETTS AVENUE NW,1200,1299,1250,"1250 MASSACHUSETTS AVENUE NW WASHINGTON, DC",809146,7,2782058,,1,1,0
11058372,MADISON ST NW,1,b133cad1e7762e19a6db2eb4a173f1c2,2,16,1,1,BD,7,,1,,20,MADISON,ST,11058372-11058372_11079492-11000802_11058372,19,,4,4D,4D01,712 - 799 BLOCK OF MADISON STREET NW,MADISON STREET NW,712,799,756,"756 MADISON STREET NW WASHINGTON, DC",813720,0,2782059,,1,1,0
11061422,MONROE ST NW,1,a52a4ec29c46b9d66716f92ed5e23bc0,2,16,1,1,BD,5,,1,,20,MONROE,ST,11061422-11001302_11061422-11046152_11061422,17,,1,1A,1A04,1300 - 1329 BLOCK OF MONROE STREET NW,MONROE STREET NW,1300,1329,1315,"1315 MONROE STREET NW WASHINGTON, DC",810569,7,2782060,,1,1,0
11003802,38TH ST NW,1,aa391f7d30ba10ebce73f92420110514,2,16,1,1,BD,7,,1,,20,38TH,ST,11003802-11003802_11088072-11003802_11088922,19,,3,3A,3A03,4100 - 4199 BLOCK OF 38TH STREET NW,38TH STREET NW,4100,4199,4150,"4150 38TH STREET NW WASHINGTON, DC",811216,0,2782061,,1,1,0
11003302,33RD ST NW,1,f505267ef26c5e0380a770baa38c37bf,1,12,0,0,BD,7,,1,,20,33RD,ST,11003302-11003302_11062142-11003302_11060122,19,,4,3/4G,3/4G03,5520 - 5599 BLOCK OF 33RD STREET NW,33RD STREET NW,5520,5599,5560,"5560 33RD STREET NW WASHINGTON, DC",806565,0,2782062,,1,1,0
11028212,DECATUR ST NW,1,3cced482cdee43568149cd0dc09e9b02,2,16,1,1,BD,7,,1,,20,DECATUR,ST,11028212-11028212_11047902-11000802_11028212,19,,4,4D,4D04,710 - 799 BLOCK OF DECATUR STREET NW,DECATUR STREET NW,710,799,755,"755 DECATUR STREET NW WASHINGTON, DC",810983,0,2782063,,1,1,0
11001302,13TH ST NW,1,c2d1955d497def9cef4c8fdb1230459d,3,27,2,1,BD,4,,1,,25,13TH,ST,11001302-11001302_11072932-11001302_11037572,16,,4,4A,4A06,6060 - 6099 BLOCK OF 13TH STREET NW,13TH STREET NW,6060,6099,6080,"6080 13TH STREET NW WASHINGTON, DC",805639,7,2782064,,1,1,0
11003402,34TH ST NW,1,1c864cef07b799215616900e0c96a35a,3,30,2,1,BD,4,,1,,25,34TH,ST,11003402-11003402_11064092-11003402_11044782,16,,3,3C,3C05,3400 - 3405 BLOCK OF 34TH STREET NW,34TH STREET NW,3400,3405,3403,"3403 34TH STREET NW WASHINGTON, DC",802545,7,2782065,,1,1,0
11015012,BELMONT ST NW,1,c006de53f70245041ad35d63f33a237a,2,16,1,1,BD,7,,1,,20,BELMONT,ST,11015012-11001402_11015012*1-11001502_11015012,19,,1,1B,1B05,1400 - 1499 BLOCK OF BELMONT STREET NW,BELMONT STREET NW,1400,1499,1450,"1450 BELMONT STREET NW WASHINGTON, DC",801325,0,2782066,,1,1,0
11001102,11TH ST NW,1,dc60cc7cef279df84911d163aebafa35,2,22,1,1,BD,5,,1,,30,11TH,ST,11001102-11001102_11072862-11001102_11074162,17,,2,2F,2F02,1600 - 1699 BLOCK OF 11TH STREET NW,11TH STREET NW,1600,1699,1650,"1650 11TH STREET NW WASHINGTON, DC",805635,6,2782067,,1,1,0
11060182,MCMILLAN DR NW,1,645f0f9b28766ea236e15a6e882687b8,1,10,0,0,BD,7,,1,,20,MCMILLAN,DR,11060182-11060182_58014252-11000402_11046672_11060182,19,,1,1E,1E05,100 - 399 BLOCK OF MCMILLAN DRIVE NW,MCMILLAN DRIVE NW,100,399,250,"250 MCMILLAN DRIVE NW WASHINGTON, DC",802969,0,2782068,,1,1,0
11003902,39TH ST NW,1,d8b9636e559a80f4333f3d825eb10420,1,10,0,0,BD,7,,1,,20,39TH,ST,11003902-11003902_11060642-11003902_11054922,19,,3,3/4G,3/4G06,5401 - 5420 BLOCK OF 39TH STREET NW,39TH STREET NW,5401,5420,5411,"5411 39TH STREET NW WASHINGTON, DC",804998,0,2782069,,1,1,0
11024632,COLUMBIA RD NW,1,e8ce7fce9c4cd518da9572ba48173100,1,16,0,1,OB,4,,1,,25,COLUMBIA,RD,11024632-11024632_11060582_11090872-11024632_11040042,16,,1,1E,1E04,500 - 699 BLOCK OF COLUMBIA ROAD NW,COLUMBIA ROAD NW,500,699,600,"600 COLUMBIA ROAD NW WASHINGTON, DC",811591,6,2782070,,1,1,0
11059602,MASSACHUSETTS AVE NW,1,da319a5ebf10a042607eeee406704359,5,54,3,2,BD,3,1,1,,20,MASSACHUSETTS,AVE,11059602-11038612_11059602_47009222-11038612_11059602,14,NHS Non-Interstate,6,6E,6E07,50 - 79 BLOCK OF MASSACHUSETTS AVENUE NW,MASSACHUSETTS AVENUE NW,50,79,65,"65 MASSACHUSETTS AVENUE NW WASHINGTON, DC",803530,7,2782071,,1,1,0
11019822,C ST NW,1,cddfcd3f242eb402bbc5add22a128450,4,48,2,2,BD,5,,1,,20,C,ST,11019822-11002002_11019822-11002102_11019822,17,,2,2A,2A01,2000 - 2099 BLOCK OF C STREET NW,C STREET NW,2000,2099,2050,"2050 C STREET NW WASHINGTON, DC",804578,7,2782072,,1,1,0
11052972,KLINGLE RD NW,1,9f0e62fa5c78072d84e870076dca8ac9,2,16,1,1,BD,7,,1,,20,KLINGLE,RD,11052972-11052972_11094252-11003202_11052972,19,,3,3C,3C07,3100 - 3199 BLOCK OF KLINGLE ROAD NW,KLINGLE ROAD NW,3100,3199,3150,"3150 KLINGLE ROAD NW WASHINGTON, DC",808545,,2782073,,1,1,0
11019822,C ST NW,1,7187399466e69d018afcd626aedbe717,2,24,1,1,BD,5,,1,,20,C,ST,11019822-11000302_11019822-11000602_11019822,17,,6,6E,6E08,300 - 599 BLOCK OF C STREET NW,C STREET NW,300,599,450,"450 C STREET NW WASHINGTON, DC",812162,6,2782074,,1,1,0
11019892,CALIFORNIA ST NW,1,543d01f8b08c1949c790d6984181aab9,3,30,0,3,OB,7,,1,,20,CALIFORNIA,ST,11019892-11019892_11024632-11019892_11025152,19,,1,1C,1C02,2000 - 2099 BLOCK OF CALIFORNIA STREET NW,CALIFORNIA STREET NW,2000,2099,2050,"2050 CALIFORNIA STREET NW WASHINGTON, DC",803412,6,2782075,,1,1,0
11001802,18TH ST NW,1,173d90cc761167eb1492eb07a8f8bbc2,2,16,1,1,BD,7,,1,,20,18TH,ST,11001802-11001802_11089112-11001802_11092102,19,,4,4E,4E06,4300 - 4399 BLOCK OF 18TH STREET NW,18TH STREET NW,4300,4399,4350,"4350 18TH STREET NW WASHINGTON, DC",810438,0,2782076,,1,1,0
11001102,11TH ST NW,1,e3d6e046bf47489a92828c2b69242c23,2,16,1,1,BD,5,,1,,30,11TH,ST,11001102-11001102_11090152-11001102_11036722,17,,1,1B,1B03,2200 - 2299 BLOCK OF 11TH STREET NW,11TH STREET NW,2200,2299,2250,"2250 11TH STREET NW WASHINGTON, DC",808418,6,2782077,,1,1,0
11004402,44TH ST NW,1,1e054c03ff132c77a0855c82cd981242,2,16,1,1,BD,7,,1,,20,44TH,ST,11004402-11004402_11029252-11004402_11032432,19,,3,3D,3D01,2700 - 2799 BLOCK OF 44TH STREET NW,44TH STREET NW,2700,2799,2750,"2750 44TH STREET NW WASHINGTON, DC",813401,0,2782078,,1,1,0
11051352,KANSAS AVE NW,1,12a804b4aad6bd3948d6c1bdf616ff75,2,24,1,1,BD,4,,1,,25,KANSAS,AVE,11051352-11051352_11079562-11051352_11084892,16,,4,4C,4C02,4000 - 4099 BLOCK OF KANSAS AVENUE NW,KANSAS AVENUE NW,4000,4099,4050,"4050 KANSAS AVENUE NW WASHINGTON, DC",814597,7,2782079,,1,1,0
11003402,34TH ST NW,1,2ca4218d364848c04e23df9263e2111f,1,10,1,0,IB,5,,1,,,34TH,ST,11003402-11003402_11090022-11003402_11072862,17,,2,2E,2E02,1536 - 1599 BLOCK OF 34TH STREET NW,34TH STREET NW,1536,1599,1568,"1568 34TH STREET NW WASHINGTON, DC",802607,6,2782080,,1,1,0
11026842,CUSHING PL NW,1,5275524c437f0f4061a81040701f72bd,2,16,1,1,BD,7,,1,,20,CUSHING,PL,11026842-11026842_11057912-11026842_11080212_47064362,19,,3,3D,3D05,5200 - 5399 BLOCK OF CUSHING PLACE NW,CUSHING PLACE NW,5200,5399,5300,"5300 CUSHING PLACE NW WASHINGTON, DC",811272,0,2782081,,1,1,0
11003502,35TH ST NW,1,2fbb22f9908c9b9d67a5d271d58f23dd,1,16,1,0,IB,7,,1,,,35TH,ST,11003502-11003502_11057852-11003502_11072472,19,,2,2E,2E05,1200 - 1239 BLOCK OF 35TH STREET NW,35TH STREET NW,1200,1239,1220,"1220 35TH STREET NW WASHINGTON, DC",802910,0,2782082,,1,1,0
11061362,MISSOURI AVE NW,1,a3d1afcc8e362fdabade3bc916cc3a36,1,14,1,0,IB,7,,1,,,MISSOURI,AVE,11061362-11001402_11061362-11001602_11061362,19,,4,4E,4E02,1400 - 1599 BLOCK OF MISSOURI AVENUE NW,MISSOURI AVENUE NW,1400,1599,1500,"1500 MISSOURI AVENUE NW WASHINGTON, DC",802048,0,2782083,,1,1,0
11019692,BUTTERWORTH PL NW,1,22026fd1efc28b082c35ffcbd36588ff,2,16,1,1,BD,7,,1,,20,BUTTERWORTH,PL,11019692-11004802_11019692-11004902_11019692,19,,3,3E,3E02,4800 - 4899 BLOCK OF BUTTERWORTH PLACE NW,BUTTERWORTH PLACE NW,4800,4899,4850,"4850 BUTTERWORTH PLACE NW WASHINGTON, DC",803724,0,2782084,,1,1,0
11003402,34TH ST NW,1,31465a4180d9fd2569d98ebdf7e99442,2,24,1,1,BD,4,,1,,20,34TH,ST,11003402-11003402_11038412-11003402_11039522,16,,3,3C,3C07,2800 - 2899 BLOCK OF 34TH STREET NW,34TH STREET NW,2800,2899,2850,"2850 34TH STREET NW WASHINGTON, DC",802372,7,2782085,,1,1,0
11001602,16TH ST NW,1,98dc58b4ef6e4919f967e502c4a9a4dd,4,40,2,2,BD,3,1,1,,30,16TH,ST,11001602-11001602_11088792-11001602_11088792*1,14,NHS Non-Interstate,4,4A,4A04,6517 - 6602 BLOCK OF 16TH STREET NW,16TH STREET NW,6517,6602,6560,"6560 16TH STREET NW WASHINGTON, DC",812690,7,2782086,,1,1,0
11001102,11TH ST NW,1,c965c24f67a0274ae9d4c95c92d7528c,4,42,2,2,BD,4,,1,,20,11TH,ST,11001102-11001102_11047772*1-11001102_11050892,16,,2,2C,2C01,900 - 999 BLOCK OF 11TH STREET NW,11TH STREET NW,900,999,950,"950 11TH STREET NW WASHINGTON, DC",814937,7,2782087,,1,1,0
11064672,NEW YORK AVE NW,1,e73f86ecad7913c11266016966b6be48,4,41,2,2,BD,4,,1,,20,NEW YORK,AVE,11064672-11001202_11064672-11001302_11064672,16,,2,2C,2C01,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,NEW YORK AVENUE NW,1200,1299,1250,"1250 NEW YORK AVENUE NW WASHINGTON, DC",803296,7,2782088,,1,1,0
11010922,ARIZONA AVE NW,1,eabdbb3cb6ddadbb401bd1b5bdb7f113,2,20,1,1,BD,3,1,1,,20,ARIZONA,AVE,11010922-11010922_11057912-11010922_11065482,14,NHS Non-Interstate,3,3D,3D04,2800 - 2832 BLOCK OF ARIZONA AVENUE NW,ARIZONA AVENUE NW,2800,2832,2816,"2816 ARIZONA AVENUE NW WASHINGTON, DC",804716,7,2782089,,1,1,0
11027172,DANA PL NW,1,8c1c6d30b8fd9209b23901843c620d34,2,16,1,1,BD,7,,1,,20,DANA,PL,11027172-11027172_11038412-11027172_11033672,19,,3,3D,3D01,5000 - 5039 BLOCK OF DANA PLACE NW,DANA PLACE NW,5000,5039,5020,"5020 DANA PLACE NW WASHINGTON, DC",811532,0,2782090,,1,1,0
11003702,37TH ST NW,1,a80e4ea0576381fe14f474a40ebe5f8d,2,22,1,1,BD,5,,1,,20,37TH,ST,11003702-11003702_11087232-11003702_11090092,17,,3,3B,3B02,2000 - 2099 BLOCK OF 37TH STREET NW,37TH STREET NW,2000,2099,2050,"2050 37TH STREET NW WASHINGTON, DC",805933,7,2782091,,1,1,0
11050112,JOCELYN ST NW,1,82d91a633137b777bbd4b751c27fe37f,2,16,1,1,BD,7,,1,,20,JOCELYN,ST,11050112-11003202_11050112-11017812_11050112,19,,4,3/4G,3/4G03,3200 - 3299 BLOCK OF JOCELYN STREET NW,JOCELYN STREET NW,3200,3299,3250,"3250 JOCELYN STREET NW WASHINGTON, DC",812625,0,2782092,,1,1,0
11044782,HIGHLAND PL NW,1,bd8c01bf1704d23feb7a68b9d83da209,2,16,1,1,BD,7,,1,,20,HIGHLAND,PL,11044782-11003332_11044782-11003402_11044782,19,,3,3C,3C05,3300 - 3399 BLOCK OF HIGHLAND PLACE NW,HIGHLAND PLACE NW,3300,3399,3350,"3350 HIGHLAND PLACE NW WASHINGTON, DC",812035,0,2782093,,1,1,0
11019692,BUTTERWORTH PL NW,1,12e188a32fecf57108a92e4e8a0d7874,2,16,1,1,BD,7,,1,,20,BUTTERWORTH,PL,11019692-11004402_11019692_11062852-11004502_11019692,19,,3,3E,3E01,4400 - 4499 BLOCK OF BUTTERWORTH PLACE NW,BUTTERWORTH PLACE NW,4400,4499,4450,"4450 BUTTERWORTH PLACE NW WASHINGTON, DC",808111,0,2782094,,1,1,0
11058372,MADISON ST NW,1,a93daf419d79eeb7767f247d819d4b3c,2,16,1,1,BD,7,,1,,20,MADISON,ST,11058372-11001602_11058372*1-00001,19,,4,4E,4E02,1600 - 1699 BLOCK OF MADISON STREET NW,MADISON STREET NW,1600,1699,1650,"1650 MADISON STREET NW WASHINGTON, DC",800181,0,2782095,,1,1,0
11000702,7TH ST NW,1,a24be2896ae48c01616388acdc079ad7,3,31,1,2,BD,3,1,1,,20,7TH,ST,11000702-11000702_11042442-11000702_11047772,14,NHS Non-Interstate,2,2C,2C01,800 - 899 BLOCK OF 7TH STREET NW,7TH STREET NW,800,899,850,"850 7TH STREET NW WASHINGTON, DC",814889,7,2782096,,1,1,0
11001002,10TH ST NW,1,528f6e548b149fa21ae83561cdc63dae,1,10,1,0,IB,5,,1,,,10TH,ST,11001002-11001002_11063182-11001002_11065842,17,,2,2F,2F07,1300 - 1399 BLOCK OF 10TH STREET NW,10TH STREET NW,1300,1399,1350,"1350 10TH STREET NW WASHINGTON, DC",804099,6,2782097,,1,1,0
11031982,EASTERN AVE NW,1,01c3696d4f4c97a6c6810869577c7bfb,2,28,1,1,BD,5,,1,,20,EASTERN,AVE,11031982-11031982_11052602-11001302_11031982,17,,4,4A,4A01,7922 - 7999 BLOCK OF EASTERN AVENUE NW,EASTERN AVENUE NW,7922,7999,7961,"7961 EASTERN AVENUE NW WASHINGTON, DC",804737,6,2782098,,1,1,0
11066752,OGLETHORPE ST NW,1,8dbca0aed45639b41225e385b4694969,1,8,0,0,BD,7,,1,,20,OGLETHORPE,ST,11066752-11066752_12080732-00001,19,,4,4B,4B06,1 - 69 BLOCK OF OGLETHORPE STREET NW,OGLETHORPE STREET NW,1,69,35,"35 OGLETHORPE STREET NW WASHINGTON, DC",816382,0,2782099,,1,1,0
11009492,ALBEMARLE ST NW,1,9ddcad62368ffa67c69e35c8bb3f7ac6,2,16,1,1,BD,5,,1,,20,ALBEMARLE,ST,11009492-11009492_11075272-11003802_11009492,17,,3,3E,3E05,3700 - 3799 BLOCK OF ALBEMARLE STREET NW,ALBEMARLE STREET NW,3700,3799,3750,"3750 ALBEMARLE STREET NW WASHINGTON, DC",809603,7,2782100,,1,1,0
11042902,HAMILTON ST NW,1,6fe48288278a4e2c3d621779cd41375a,2,16,1,1,BD,7,,1,,20,HAMILTON,ST,11042902-11000202_11042902-11000302_11042902,19,,4,4D,4D08,200 - 299 BLOCK OF HAMILTON STREET NW,HAMILTON STREET NW,200,299,250,"250 HAMILTON STREET NW WASHINGTON, DC",807746,0,2782101,,1,1,0
11064412,NEW MEXICO AVE NW,1,8e70c3151b9bdf3a34e4445403c017e8,2,23,1,1,BD,4,,1,,20,NEW MEXICO,AVE,11064412-11004202_11064412_11086972-11039522_11064412,16,,3,3B,3B04,2800 - 2899 BLOCK OF NEW MEXICO AVENUE NW,NEW MEXICO AVENUE NW,2800,2899,2850,"2850 NEW MEXICO AVENUE NW WASHINGTON, DC",815296,7,2782102,,1,1,0
11053042,KLINGLE ST NW,1,df000b7bf4a6b6581a210d68262516a2,2,16,1,1,BD,7,,1,,20,KLINGLE,ST,11053042-11053042_11064412-11004402_11053042,19,,3,3D,3D01,4300 - 4399 BLOCK OF KLINGLE STREET NW,KLINGLE STREET NW,4300,4399,4350,"4350 KLINGLE STREET NW WASHINGTON, DC",809151,0,2782103,,1,1,0
11042512,HADFIELD LN NW,1,8e514c172ace05be0cd5e557d0e7b642,2,16,1,1,BD,7,,1,,20,HADFIELD,LN,11042512-11042512_11045692-11004502_11042512,19,,3,3D,3D07,4400 - 4499 BLOCK OF HADFIELD LANE NW,HADFIELD LANE NW,4400,4499,4450,"4450 HADFIELD LANE NW WASHINGTON, DC",812777,0,2782104,,1,1,0
11004202,42ND ST NW,1,20030f26ec41110bb87afd8912937af1,2,16,1,1,BD,7,,1,,20,42ND,ST,11004202-11004202_11043552-11004202_11048362,19,,3,3E,3E04,5200 - 5225 BLOCK OF 42ND STREET NW,42ND STREET NW,5200,5225,5213,"5213 42ND STREET NW WASHINGTON, DC",811003,0,2782105,,1,1,0
11052712,KINGMAN PL NW,1,1b9c5909b1a8ea3d0323ca3e014b9baa,2,16,1,1,BD,7,,1,,20,KINGMAN,PL,11052712-11052712_11068382-11052712_11072862,19,,2,2F,2F02,1500 - 1599 BLOCK OF KINGMAN PLACE NW,KINGMAN PLACE NW,1500,1599,1550,"1550 KINGMAN PLACE NW WASHINGTON, DC",807565,0,2782106,,1,1,0
11001002,10TH ST NW,1,1c93cd0e1f90125794d9efdf0bd28571,2,16,1,1,BD,7,,1,,20,10TH,ST,11001002-11001002_11088462-11001002_11090152,19,,1,1B,1B04,2100 - 2199 BLOCK OF 10TH STREET NW,10TH STREET NW,2100,2199,2150,"2150 10TH STREET NW WASHINGTON, DC",801993,6,2782107,,1,1,0
11001602,16TH ST NW,1,9cd0a3e6d322c2d91dab78b7369dc2d7,5,50,2,2,BD,3,1,1,,25,16TH,ST,11001602-11001602_11066042-11001602_11081772,14,NHS Non-Interstate,1,1D,1D02,3517 - 3648 BLOCK OF 16TH STREET NW,16TH STREET NW,3517,3648,3583,"3583 16TH STREET NW WASHINGTON, DC",804869,7,2782108,,1,1,0
11036722,FLORIDA AVE NW,1,45eb94d4a3cdd007e8398b723e54d143,2,24,1,1,BD,4,,1,,20,FLORIDA,AVE,11036722-11036722_11084562*1-11002002_11036722,16,,1,1C,1C01,1907 - 1999 BLOCK OF FLORIDA AVENUE NW,FLORIDA AVENUE NW,1907,1999,1953,"1953 FLORIDA AVENUE NW WASHINGTON, DC",802058,7,2782109,,1,1,0
11014952,BELMONT RD NW,1,974b1d738d06a73a1511606e5bb0be15,2,16,1,1,BD,7,,1,,20,BELMONT,RD,11014952-11014952_11051092-11014952_11086382,19,,2,2D,2D01,2301 - 2549 BLOCK OF BELMONT ROAD NW,BELMONT ROAD NW,2301,2549,2425,"2425 BELMONT ROAD NW WASHINGTON, DC",810928,0,2782110,,1,1,0
11001802,18TH ST NW,1,8b967231d2d888939e56ea322ea06e29,3,36,0,3,OB,4,,1,,20,18TH,ST,11001802-11001802_11031332-11001802_11031332_11064672,16,,2,2A,2A01,500 - 527 BLOCK OF 18TH STREET NW,18TH STREET NW,500,527,514,"514 18TH STREET NW WASHINGTON, DC",809326,6,2782111,,1,1,0
11048422,INGRAHAM ST NW,1,b88fdf7368d19deeab1452b31200a0f5,2,16,1,1,BD,7,,1,,20,INGRAHAM,ST,11048422-11000202_11048422-11000302_11048422,19,,4,4D,4D08,200 - 299 BLOCK OF INGRAHAM STREET NW,INGRAHAM STREET NW,200,299,250,"250 INGRAHAM STREET NW WASHINGTON, DC",811359,0,2782112,,1,1,0
11047842,IDAHO AVE NW,1,2c52910454f6c3b582770c31a8d27b57,2,16,1,1,BD,7,,1,,25,IDAHO,AVE,11047842-11047842_11071632-11047842_11073322,19,,3,3A,3A03,3600 - 3699 BLOCK OF IDAHO AVENUE NW,IDAHO AVENUE NW,3600,3699,3650,"3650 IDAHO AVENUE NW WASHINGTON, DC",809641,0,2782113,,1,1,0
11015012,BELMONT ST NW,1,acb61e61426ab6a83a5eb2147fe0799f,1,16,0,1,OB,7,,1,,20,BELMONT,ST,11015012-11014452_11015012-11001702_11015012,19,,1,1C,1C08,1600 - 1699 BLOCK OF BELMONT STREET NW,BELMONT STREET NW,1600,1699,1650,"1650 BELMONT STREET NW WASHINGTON, DC",802250,0,2782114,,1,1,0
11001302,13TH ST NW,1,086e0f47010706ef331443a1347ef59d,3,36,1,1,BD,4,,1,,25,13TH,ST,11001302-11001302_11088462-11001302_11090152,16,,1,1B,1B04,2100 - 2199 BLOCK OF 13TH STREET NW,13TH STREET NW,2100,2199,2150,"2150 13TH STREET NW WASHINGTON, DC",802741,7,2782115,,1,1,0
11000732,7TH PL NW,1,6ce640632c3ab0c791ee9b1c5666f423,2,16,1,1,BD,7,,1,,20,7TH,PL,11000732-11000732_11087422-11000732_11088792,19,,4,4B,4B02,6500 - 6599 BLOCK OF 7TH PLACE NW,7TH PLACE NW,6500,6599,6550,"6550 7TH PLACE NW WASHINGTON, DC",807154,0,2782116,,1,1,0
