OBJECTID,TRACT,BLKGRP,GEOID,GID,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,ASTHMA,CARDIO,MNTL_HLTH,OBESITY,INSURANCE,POP_UNDER,HOMEOWNR,OVERALL,LOW_UTC,POS_UTC,TRACT_1,TRACT_2,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
209,000802,2,110010008022,83,120.83,71.66666667,96.81,57.41992883,-5.466726,8.78001184,168.59,168.57,113.16,67.12,18.53,10.99,14.94,8.86,36.82,21.84,10.88,6.45,0.13,0.08,1.59,0.94,9.27,5.5,0.02,0.01480357,0.06,0.03,113.16,67.13,18.47,10.95,20.22,12,1.75,1.04,0.03,0.02,35.19,20.88,35.1,20.82,0.06,0.03,0.02,0.01,111.58,66.19208637,1.58,0.93791363,2.1661013,1.20089804,30.31912769,0.02869594,10.73038049,7.9,3.1,8.3,17.9,4.3,0.15098634,10.4,8.70183384,32.87,12,11001000802,11001000802,UTC_BlockGroupPly2010_2020_83,{7D0EEAF8-E198-42C6-869E-5DECFBA8784E},0,0
210,000100,1,110010001001,28,124.48,61.84112475,122.32,60.7529552,3.08161585,4.1697854,201.34,201.27,123.9,61.54,28.14,13.97,20.51,10.19,49.2,24.44,10.05,4.99,4.68,2.32,4.86,2.42,9.09,4.52,0.07,0.03571372,0.03,0.02,123.9,61.56,27.29,13.56,37.36,18.56,10.07,5,0.28,0.14,40.01,19.88,39.7,19.72,0.03,0.02,0.07,0.04,130.67,64.9227406,-6.77,-3.3627406,1.49934459,5.45969618,31.10085243,0.67130895,16.23275449,7.7,3.7,7.4,17.3,3.6,0.07671781,12.6,9.36003459,38.44,18.56,11001000100,11001000100,UTC_BlockGroupPly2010_2020_28,{EF5250DE-646E-4488-B828-22CD0CF29B89},0,0
211,004201,1,110010042011,231,3.73,16.76404494,5.11,22.96629213,3.72113026,-2.48111693,22.25,22.25,4.89,22,0.83,3.73,7.21,32.42,16.53,74.28,4.54,20.39,1.21,5.46,1.22,5.48,2.34,10.52,0,0,0,0,4.89,22,0.79,3.54,3.24,14.57,2.45,11.03,0.02,0.08,14.11,63.43,14.1,63.35,0,0,0,0,4.56,20.49438202,0.33,1.50561798,2.18965919,11.03367175,33.16683195,2.07617252,0,7.8,1.6,8.3,16.6,4.5,0.08879185,6.9,9.36332705,78,14.57,11001004201,11001004201,UTC_BlockGroupPly2010_2020_231,{0AC9959D-8150-4805-A437-114C2C0A91B7},0,0
212,004002,3,110010040023,107,1.99,11.5162037,2.05,11.86342593,-2.08333333,-2.43055556,17.28,17.28,2.01,11.65,1.41,8.14,6.44,37.27,13.86,80.21,2.9,16.8,0.87,5.01,1.8,10.43,1.85,10.7,0,0,0,0,2.01,11.65,1.37,7.9,4.05,23.45,2.69,15.55,0.02,0.13,11.21,64.9,11.19,64.77,0,0,0,0,1.63,9.43287037,0.38,2.21712963,0.08365848,15.5441869,32.71142541,2.27457694,0,7.6,1.9,7.5,16.5,3.7,0.10372771,4.5,9.58194997,88.35,23.45,11001004002,11001004002,UTC_BlockGroupPly2010_2020_107,{A0C829F4-9D93-4B2A-9DFB-3C6C5E9F2BB5},0,0
213,008701,2,110010087012,345,4.51,15.56245687,5.27,18.18495514,4.8583779,2.23587963,28.98,28.98,5.67,19.57,1.4,4.82,8.99,31.02,21.87,75.46,5.73,19.77,0.12,0.41,1.35,4.66,5.68,19.6,0,0,0.04,0.14,5.67,19.57,1.38,4.76,2.86,9.88,1.48,5.12,0,0.01,20.44,70.54,20.4,70.39,0.04,0.14,0,0,5.92,20.4278813,-0.25,-0.8578813,1.12319777,5.11954277,33.02312637,0.01945435,0,10.1,3.4,9.8,25.4,7.5,0.15915628,20.9,10.10317826,80.43,9.88,11001008701,11001008701,UTC_BlockGroupPly2010_2020_345,{F77B0CE9-0C6B-4CCF-9E99-F998AA47F69C},0,0
214,009601,1,110010096011,355,174.36,37.69701425,193.77,42.08822954,2.90472467,-1.48649063,514.85,466.37,169.14,32.85,173.96,33.79,24.19,4.7,123.26,23.94,35.18,6.83,17.34,3.37,10.55,2.05,36,6.99,48.49,9.4177788,0,0,169.14,36.27,171.81,36.84,199.66,42.81,27.85,5.97,2.09,0.45,97.56,20.92,95.46,20.47,0,0,48.49,10.4,194.73,41.75440101,-25.59,-5.48440101,3.35270792,14.32134911,30.76422776,2.84118437,14.10086305,13.3,6.6,16.8,37.8,13.3,0.49806452,14.5,12.84111657,63.73,42.81,11001009601,11001009601,UTC_BlockGroupPly2010_2020_355,{ACACA63B-F73B-46E3-A704-DC69DE42DA9A},0,0
215,004201,2,110010042012,232,4.89,17.29137199,5.76,20.36775106,0.88401697,-2.19236209,28.28,28.28,5.12,18.1,0.62,2.18,10.79,38.14,22.55,79.73,5.28,18.68,0.47,1.65,1.53,5.43,4.48,15.83,0,0,0,0,5.12,18.1,0.53,1.87,2.55,9.02,2.02,7.15,0.05,0.19,20.61,72.88,20.56,72.69,0,0,0,0,5.14,18.17538897,-0.02,-0.07538897,0.33600435,7.1519008,32.98356143,0.01690991,0,7.8,1.6,8.3,16.6,4.5,0.05139992,6.9,8.98655517,81.9,9.02,11001004201,11001004201,UTC_BlockGroupPly2010_2020_232,{5F255EE9-2EEF-4512-B20A-6BF6FB218004},0,0
216,003301,2,110010033012,158,4.42,16.92837993,6.25,23.93718882,8.42589046,1.41708158,26.11,26.11,5.97,22.88,1.34,5.11,8.37,32.07,18.79,71.97,4.76,18.22,0.11,0.43,0.84,3.21,4.71,18.04,0,0,0.01,0.04,5.97,22.88,1.31,5,2.29,8.76,0.98,3.76,0,0,17.85,68.36,17.84,68.32,0.01,0.04,0,0,6.62,25.35427039,-0.65,-2.47427039,0.53713267,3.75896028,32.82528588,0.03211506,0,9.3,2.5,8.9,22.3,5.6,0.13608563,9.1,9.3189338,77.12,8.76,11001003301,11001003301,UTC_BlockGroupPly2010_2020_158,{2488FD5C-5149-450F-B615-2BDA026E2EF5},0,0
217,004100,3,110010041003,230,42.77,42.92022077,42.54,42.54,3.11390075,3.49412152,101.91,100.14,45.58,44.73,9.54,9.36,17.39,17.06,45.02,44.18,14.79,14.51,1.85,1.82,3.15,3.1,7.84,7.7,1.77,1.73203106,0,0,45.58,45.52,8.98,8.96,13.98,13.96,5,5,0.46,0.46,40.58,40.52,40.12,40.06,0,0,1.77,1.76,46.14,46.07549431,-0.56,-0.55549431,0.56257065,6.89907385,31.81236012,0.01867842,11.09148156,7.5,3.5,7,17.3,3.7,0.09027778,5.2,9.13737912,54.48,13.96,11001004100,11001004100,UTC_BlockGroupPly2010_2020_230,{F200BA7F-DFC0-4B56-8536-3AC6288E8C2A},0,0
218,000202,1,110010002021,3,14.02,29.54066582,13.63,28.7189212,2.73167819,3.55342282,47.46,47.46,15.59,32.86,3.44,7.26,13.3,28.02,28.42,59.89,6.08,12.82,1.7,3.57,2.14,4.52,5.2,10.96,0,0,0,0,15.59,32.86,3.29,6.94,7.2,15.18,3.91,8.24,0.07,0.15,24.66,51.96,24.59,51.81,0,0,0,0,15.31,32.25874421,0.28,0.60125579,1.92379812,8.24426473,32.26950123,2.62713413,0.49315746,8.7,2.6,10.3,15.8,4.8,0.09983498,16.2,9.47150147,67.14,15.18,11001000202,11001000202,UTC_BlockGroupPly2010_2020_3,{F12130FD-7D1F-4369-B58F-6E96E84DBAEE},0,0
219,004100,1,110010041001,108,4.01,16.09149278,5.12,20.54574639,3.77207063,-0.68218299,24.92,24.92,5.45,21.85,1.79,7.17,8.91,35.75,17.69,70.98,3.71,14.89,0.92,3.69,1.22,4.88,2.93,11.77,0,0,0,0,5.45,21.85,1.69,6.78,3.88,15.56,2.19,8.77,0.05,0.19,15.6,62.59,15.55,62.41,0,0,0,0,4.95,19.8635634,0.5,1.9864366,1.30749345,8.77663595,32.40565014,3.10859164,4.79084721,7.5,3.5,7,17.3,3.7,0.05212014,5.2,9.38740912,78.15,15.56,11001004100,11001004100,UTC_BlockGroupPly2010_2020_108,{07F69576-19A9-46BA-A5C0-4F5CEE428D53},0,0
220,008804,2,110010088042,276,22.89,13.43546399,24.67,14.48024887,3.32218114,2.27739626,170.37,170.37,23.32,13.69,61.19,35.92,22.2,13.03,85.84,50.38,24.27,14.24,19.55,11.48,4.98,2.92,14.84,8.71,0,0,0.01,0.01,23.32,13.69,61.08,35.85,85.65,50.27,24.57,14.42,0.06,0.04,61.4,36.04,61.32,35.99,0.01,0.01,0,0,28.55,16.75764513,-5.23,-3.06764513,1.07153495,14.41944564,32.39157439,8.89040944,0.08614895,11.8,5.5,13.6,34.8,10.6,0.64236378,10.5,12.55569152,86.31,50.27,11001008804,11001008804,UTC_BlockGroupPly2010_2020_276,{5C8948BD-80F8-407E-B68D-0E4E9F14CBCB},0,0
221,008803,1,110010088031,274,35.33,12.41522297,43.31,15.21891911,2.60287324,-0.2008229,284.59,284.59,37.85,13.3,46.89,16.48,65.31,22.95,199.83,70.22,41.44,14.56,36.69,12.89,18.55,6.52,37.85,13.3,0,0,0.02,0.01,37.85,13.3,43.59,15.32,99,34.79,55.41,19.47,3.12,1.1,147.74,51.91,144.6,50.81,0.02,0.01,0,0,42.74,15.01809621,-4.89,-1.71809621,0.98459879,19.47106744,33.31098794,7.44211655,0,12,4.2,19.2,31,13.2,0.57557911,2.3,12.40061316,86.7,34.79,11001008803,11001008803,UTC_BlockGroupPly2010_2020_274,{9A298A61-A224-430E-A41D-ECA1D3C200D6},0,0
222,004300,2,110010043002,236,5.95,21.13676732,6.78,24.08525755,-0.71047957,-3.6589698,28.15,28.15,5.85,20.79,0.94,3.35,10.37,36.85,21.35,75.86,5.45,19.34,0.6,2.14,1.32,4.69,3.61,12.84,0,0,0,0,5.85,20.79,0.92,3.26,2.86,10.18,1.95,6.92,0,0,19.43,69.03,19.43,69.03,0,0,0,0,5.75,20.42628774,0.1,0.36371226,0.31822297,6.91631723,33.72868896,0,0,8.3,2.8,8.7,20.7,5.7,0.14123377,3.6,9.41841943,79.21,10.18,11001004300,11001004300,UTC_BlockGroupPly2010_2020_236,{3144A6DB-490C-48CA-961B-31338169EDC7},0,0
223,004400,2,110010044002,238,8.13,11.96996466,11.97,17.62367491,2.53452657,-3.11918367,67.91,67.91,11.78,17.35,2.21,3.26,22.89,33.7,53.91,79.39,14.74,21.7,3,4.41,4.69,6.9,8.61,12.67,0,0,0.01,0.01,11.78,17.35,2.08,3.06,9.68,14.26,7.6,11.2,0.08,0.12,46.45,68.4,46.36,68.26,0.01,0.01,0,0,9.85,14.50449124,1.93,2.84550876,0.4276186,11.19742881,33.72861293,2.07070383,0,7.8,1.8,8,18.6,4.7,0.08442381,5.7,9.49258005,82.65,14.26,11001004400,11001004400,UTC_BlockGroupPly2010_2020_238,{AEE58B9F-00E1-46A2-871B-D3535B011C71},0,0
224,003302,1,110010033021,160,3.44,13.27160494,5.45,21.02623457,6.09567901,-1.65895062,25.92,25.92,4.92,18.97,0.53,2.04,9.16,35.32,20.48,79,4.97,19.16,0.05,0.18,1.14,4.41,5.17,19.93,0,0,0,0,4.92,18.97,0.51,1.98,1.72,6.63,1.2,4.65,0,0,19.29,74.41,19.29,74.41,0,0,0,0,5.02,19.36728395,-0.1,-0.39728395,0.13087754,4.64492744,32.85377515,0.04715803,0,9.3,2.7,9.6,23.7,6,0.0565371,6.8,9.29345088,81.03,6.63,11001003302,11001003302,UTC_BlockGroupPly2010_2020_160,{4E234FBF-28BB-4AF6-A7E0-459F8B0D483F},0,0
225,004202,2,110010042022,234,3.29,13.69691923,4.57,19.02581182,4.07993339,-1.2489592,24.02,24.02,4.42,18.4,0.63,2.62,8.71,36.27,18.97,78.99,4.82,20.07,0.92,3.83,1.62,6.73,2.91,12.1,0,0,0,0,4.42,18.4,0.58,2.42,3.14,13.07,2.56,10.65,0.01,0.05,16.46,68.53,16.45,68.48,0,0,0,0,4.27,17.77685262,0.15,0.62314738,1.43097474,10.65163013,32.83460598,2.877e-05,0,7.7,1.9,7.8,16.1,4,0.08566276,5.3,9.14461907,81.6,13.07,11001004202,11001004202,UTC_BlockGroupPly2010_2020_234,{69474970-0FCE-4BEA-8A9C-FE54B29BEABE},0,0
226,000802,1,110010008021,82,126.73,53.27028163,114.64,47.75472798,3.03886663,8.55442028,394.52,240.49,128.87,32.67,44.91,11.38,21.32,5.4,66.65,16.89,17.4,4.41,7.45,1.89,4.41,1.12,16.07,4.07,154.02,39.04135673,0.06,0.02,128.87,53.59,43.66,18.15,55.59,23.11,11.93,4.96,1.19,0.49,56.03,23.3,54.78,22.78,0.06,0.03,154.02,64.05,135.66,56.40982993,-6.79,-2.81982993,1.40990216,9.02002264,30.68012303,2.47023738,14.92198268,7.9,3.1,8.3,17.9,4.3,0.11245353,10.4,9.61509188,46.41,23.11,11001000802,11001000802,UTC_BlockGroupPly2010_2020_82,{8D0B20A1-583A-4EF2-A412-17B68C9A2F78},0,0
227,004801,1,110010048011,244,12.43,15.84448693,17.9,22.81708094,4.21924793,-2.75334608,78.45,78.45,15.63,19.92,4.84,6.17,22.26,28.38,57.87,73.77,14.85,18.93,3.87,4.94,5.33,6.8,11.55,14.73,0,0,0.11,0.14,15.63,19.92,3.31,4.22,11.69,14.9,8.38,10.69,1.42,1.81,51.13,65.17,49.61,63.23,0.11,0.14,0,0,15.74,20.06373486,-0.11,-0.14373486,1.49658379,10.68646759,33.83875682,2.19630935,0,9,3.2,9.5,22.2,7.1,0.17196387,8.3,10.11894188,80.08,14.9,11001004801,11001004801,UTC_BlockGroupPly2010_2020_244,{01CD1045-D9B1-4C96-88D4-C542931895E4},0,0
228,008702,2,110010087022,347,4.27,6.96119987,5.37,8.75448321,2.24975546,0.45647212,61.34,61.34,5.45,8.89,4.8,7.83,14.95,24.37,51.03,83.19,9.86,16.08,4.65,7.58,3.55,5.78,18.02,29.38,0,0,0.05,0.09,5.45,8.89,4.77,7.78,13,21.19,8.23,13.41,0,0,42.89,69.92,42.83,69.83,0.05,0.09,0,0,5.65,9.21095533,-0.2,-0.32095533,0.75030781,13.41076772,33.09700838,2.4319868,0,10.5,4.6,11.1,30.2,8.3,0.16282565,6.2,10.7796076,91.11,21.19,11001008702,11001008702,UTC_BlockGroupPly2010_2020_347,{3E23E539-EEC6-4BCA-950E-3431F908F442},0,0
229,008701,1,110010087011,344,7.16,10.84355596,9.18,13.90277147,3.0916152,0.03239969,66.03,66.03,9.33,14.14,8.38,12.69,19.45,29.46,48.31,73.17,9.41,14.26,3.57,5.41,4,6.05,11.88,17.99,0,0,0,0.01,9.33,14.14,6.43,9.74,14.04,21.27,7.61,11.53,1.91,2.89,42.65,64.6,40.74,61.7,0,0.01,0,0,9.2,13.93306073,0.13,0.20693927,0.32063064,11.52658558,33.30775752,12.28120863,0,10.1,3.4,9.8,25.4,7.5,0.12457454,20.9,10.94319461,85.86,21.27,11001008701,11001008701,UTC_BlockGroupPly2010_2020_344,{ACFA9F36-3D2C-4AEE-B534-0689B4190E21},0,0
230,004600,2,110010046002,240,13.48,18.33016046,18.16,24.69404406,1.98255198,-4.38133162,73.55,73.55,14.82,20.15,7.14,9.71,17.9,24.33,51.58,70.14,12.23,16.64,3.32,4.51,5.34,7.26,12.79,17.4,0,0,0.01,0.01,14.82,20.15,5.88,7.99,14.45,19.64,8.57,11.65,1.15,1.56,44.28,60.21,43.13,58.64,0.01,0.01,0,0,14.94,20.31271244,-0.12,-0.16271244,3.57098469,11.64873996,33.56357644,4.28897167,0,9.7,3.2,10.4,25.7,7.6,0.11661972,16.6,10.63754025,79.85,19.64,11001004600,11001004600,UTC_BlockGroupPly2010_2020_240,{BBBE773D-D385-478F-B8D2-D9C00C89C8B1},0,0
231,005500,1,110010055001,265,6.03,15.74823714,8.63,22.52675542,3.51566263,-3.26285565,38.31,38.31,7.69,20.07,1.15,3.01,11.99,31.3,29.47,76.92,9.6,25.05,1.54,4.02,3.13,8.17,3.21,8.39,0,0,0,0,7.69,20.07,0.71,1.85,5,13.06,4.3,11.21,0.38,0.98,25.62,66.87,25.24,65.88,0,0,0,0,7.38,19.26389977,0.31,0.80610023,0.02234002,11.21363993,33.03012732,0,0,8.1,2.8,9,18.5,4.7,0.0431918,3.6,9.27893427,79.93,13.06,11001005500,11001005500,UTC_BlockGroupPly2010_2020_265,{0BE0EF8A-8C96-489B-83F8-7DEA13716E09},0,0
232,004202,1,110010042021,233,4.87,17.72197962,6.32,22.9985444,0.80058224,-4.47598253,27.48,27.48,5.47,19.9,0.64,2.31,10.06,36.6,21.37,77.79,5.75,20.93,0.91,3.32,1.69,6.16,2.96,10.78,0,0,0,0,5.47,19.9,0.6,2.18,3.24,11.79,2.64,9.61,0,0,18.77,68.32,18.77,68.32,0,0,0,0,5.09,18.52256186,0.38,1.37743814,0.87087266,9.60692435,32.92977589,0.03089337,0,7.7,1.9,7.8,16.1,4,0.07594937,5.3,9.05691771,80.1,11.79,11001004202,11001004202,UTC_BlockGroupPly2010_2020_233,{E7A4F305-FBF6-43CC-81EA-B9C3F8FADCCE},0,0
233,005301,1,110010053011,261,2.11,17.32348112,2.74,22.49589491,2.29885057,-2.87356322,12.19,12.19,2.52,20.69,0.38,3.09,4.57,37.51,9.29,76.22,2.06,16.94,0.32,2.6,0.66,5.41,1.68,13.77,0,0,0,0,2.52,20.69,0.36,2.92,1.35,11.1,1,8.18,0,0,8.31,68.21,8.31,68.21,0,0,0,0,2.39,19.60623462,0.13,1.08376538,0.29761616,8.18143822,32.85116336,0,0,7.6,2,8,16.9,4.2,0.09132771,4.6,8.99503275,79.31,11.1,11001005301,11001005301,UTC_BlockGroupPly2010_2020_261,{936BA314-4D3B-4627-8305-CA2AD4C2D6AB},0,0
234,005201,2,110010052012,258,4.83,14.46974236,6.8,20.37147993,3.41521869,-2.48651887,33.38,33.38,6.11,18.29,1.66,4.97,10.07,30.18,25.62,76.74,7.02,21.02,3.07,9.2,2.25,6.73,3.21,9.62,0,0,0,0,6.11,18.29,1.47,4.41,6.85,20.51,5.38,16.1,0.12,0.37,20.43,61.2,20.31,60.83,0,0,0,0,5.97,17.88496105,0.14,0.40503895,1.90461015,16.10387592,32.77869648,0,0,7.7,2.1,8.3,18.1,5,0.01727713,3.4,9.48831462,81.71,20.51,11001005201,11001005201,UTC_BlockGroupPly2010_2020_258,{C26D1B24-C411-47FE-B6D1-49AB6735B53B},0,0
235,005201,4,110010052014,260,3,10.91703057,4.86,17.68558952,4.54876274,-2.21979622,27.48,27.48,4.37,15.89,0.71,2.57,11.45,41.67,22.4,81.54,5.22,19.01,0.97,3.53,1.95,7.08,2.82,10.25,0,0,0,0,4.37,15.89,0.64,2.32,3.62,13.18,2.98,10.86,0,0,19.49,70.93,19.49,70.93,0,0,0,0,4.25,15.4657933,0.12,0.4242067,1.03300235,10.856271,32.88059154,0,0,7.7,2.1,8.3,18.1,5,0.07396951,3.4,9.25361942,84.11,13.18,11001005201,11001005201,UTC_BlockGroupPly2010_2020_260,{2AC052B7-07DB-42BF-BC25-1018E4FCAE41},0,0
236,005001,2,110010050012,252,4.31,17.40008074,6.14,24.78805006,4.2073506,-3.18061872,24.77,24.77,5.43,21.92,0.79,3.2,8.6,34.73,18.55,74.88,4.79,19.32,0.59,2.39,1.3,5.24,3.27,13.19,0,0,0,0,5.43,21.92,0.7,2.84,2.63,10.62,1.93,7.78,0.04,0.17,16.71,67.46,16.67,67.29,0,0,0,0,5.35,21.59870811,0.08,0.32129189,0.35380661,7.78327084,32.81427652,0,0,8.1,2.5,8.9,20.4,5.8,0.25829384,10.7,9.54880833,78.08,10.62,11001005001,11001005001,UTC_BlockGroupPly2010_2020_252,{5F5A738D-7191-4791-9136-520A0929307D},0,0
237,005001,1,110010050011,251,3.39,13.1242741,4.94,19.12504839,5.69105691,-0.30971738,25.83,25.83,5.24,20.27,1.57,6.07,6.37,24.66,19.02,73.65,5.75,22.28,1.25,4.85,1.79,6.92,3.86,14.94,0,0,0,0,5.24,20.27,1.12,4.33,3.66,14.17,2.54,9.84,0.42,1.61,16.93,65.56,16.51,63.95,0,0,0,0,4.86,18.81533101,0.38,1.45466899,0.2397671,9.83737028,32.96386524,0.17630978,0,8.1,2.5,8.9,20.4,5.8,0.01528662,10.7,9.46571755,79.73,14.17,11001005001,11001005001,UTC_BlockGroupPly2010_2020_251,{485C068F-05B8-4C17-A8E6-B253DE32C266},0,0
238,004901,1,110010049011,247,3.45,16.28895184,4.52,21.34088763,2.88007554,-2.17186025,21.18,21.18,4.29,20.24,1.13,5.31,5.62,26.52,15.76,74.41,4.35,20.54,1.29,6.1,1.98,9.33,2.53,11.92,0,0,0.01,0.04,4.29,20.24,1.08,5.09,4.32,20.39,3.24,15.3,0.02,0.09,12.57,59.37,12.55,59.25,0.01,0.04,0,0,4.06,19.16902738,0.23,1.07097262,8.06140664,15.30356038,33.52869507,0.21067766,0,9.6,3.1,10.6,24.5,7.3,0.37578125,5.7,10.75893063,79.76,20.39,11001004901,11001004901,UTC_BlockGroupPly2010_2020_247,{1C3EA580-06B1-4DEE-BDF6-216CBE27F178},0,0
239,003302,2,110010033022,161,3.67,15.8462867,4.96,21.41623489,3.45423143,-2.11571675,23.16,23.16,4.03,17.39,0.62,2.69,7.64,32.98,18.51,79.91,4.83,20.86,0.43,1.86,1.2,5.17,4.41,19.05,0,0,0,0,4.03,17.39,0.58,2.52,2.22,9.59,1.64,7.07,0.02,0.09,16.91,73.02,16.89,72.93,0,0,0,0,4.47,19.30051813,-0.44,-1.91051813,0.48986749,7.06746998,33.26800669,0.21061235,0,9.3,2.7,9.6,23.7,6,0.1609589,6.8,9.65533846,82.61,9.59,11001003302,11001003302,UTC_BlockGroupPly2010_2020_161,{31AF3F13-3C07-4E05-9B6E-DEF04BDFA3CD},0,0
240,000201,1,110010002011,2,36.01,27.00614969,35.17,26.37618119,2.55737213,3.18734063,133.35,133.34,40.71,30.53,16.87,12.65,30.36,22.77,75.62,56.71,9.82,7.36,4.09,3.07,11.18,8.39,20.16,15.12,0.01,0.00833894,0.13,0.1,40.71,30.53,13.37,10.02,28.56,21.42,15.19,11.39,3.47,2.6,64.07,48.05,60.47,45.35,0.13,0.1,0.01,0.01,39.42,29.56352182,1.29,0.96647818,0,11.55515341,31.7933722,0,4.04634663,12.3,1.6,26.2,22.2,12.9,0.38888889,0,10.95608982,69.47,21.42,11001000201,11001000201,UTC_BlockGroupPly2010_2020_2,{E9649E9A-8AC4-4968-B29C-4B675BB8E2F6},0,0
241,005301,4,110010053014,264,2.57,15.2161042,3.11,18.41326229,0.95688158,-2.2402765,16.89,16.89,2.98,17.66,0.42,2.48,6.31,37.38,13.49,79.86,2.97,17.61,0.78,4.62,1.14,6.77,2.28,13.48,0,0,0,0,2.98,17.66,0.39,2.3,2.34,13.86,1.95,11.56,0,0.01,11.57,68.48,11.56,68.47,0,0,0,0,2.73,16.1634103,0.25,1.4965897,0.61468377,11.56084502,32.8028412,0.21834289,0,7.6,2,8,16.9,4.2,0.19234117,4.6,9.31531157,82.34,13.86,11001005301,11001005301,UTC_BlockGroupPly2010_2020_264,{9E376A18-AB0B-40EB-B3A8-1CD21B2EDC17},0,0
242,004901,2,110010049012,248,6.17,13.41304348,8.47,18.41304348,2.62694783,-2.37305217,46,46,7.51,16.33,2.11,4.59,14.39,31.28,36.37,79.07,8.45,18.37,1.74,3.79,4.26,9.27,7.53,16.37,0,0,0,0.01,7.51,16.33,1.58,3.43,7.43,16.14,5.85,12.71,0.49,1.06,31.06,67.53,30.57,66.46,0,0.01,0,0,7.38,16.04347826,0.13,0.28652174,0.24256831,12.71461842,32.9958289,5.1190973,0,9.6,3.1,10.6,24.5,7.3,0.15747664,5.7,10.20866758,83.67,16.14,11001004901,11001004901,UTC_BlockGroupPly2010_2020_248,{4338BDFE-E35D-4586-8ECA-5FA9A81C81F7},0,0
243,004600,1,110010046001,239,3.76,10.92388146,6.7,19.46542708,5.57815224,-2.96339338,34.42,34.42,5.26,15.27,1.34,3.88,11.86,34.46,27.8,80.77,6.62,19.22,0.95,2.77,2.43,7.05,5.95,17.27,0,0,0.03,0.08,5.26,15.27,1.31,3.82,4.7,13.67,3.39,9.85,0.01,0.03,24.46,71.06,24.42,70.96,0.03,0.08,0,0,5.68,16.5020337,-0.42,-1.2320337,0.47580247,9.85278556,33.26270447,3.09338652,0,9.7,3.2,10.4,25.7,7.6,0.23076923,16.6,10.46454531,84.73,13.67,11001004600,11001004600,UTC_BlockGroupPly2010_2020_239,{ED63BC45-4D6E-431D-9F2C-ECD718B7F260},0,0
244,005301,2,110010053012,262,3.01,13.9287367,4.21,19.48172143,4.15636969,-1.39661504,21.6,21.6,4.08,18.89,0.49,2.25,7.65,35.43,17.04,78.86,3.58,16.58,0.75,3.49,1.64,7.59,3.41,15.78,0,0,0,0,4.08,18.89,0.44,2.02,2.53,11.72,2.1,9.7,0.03,0.15,14.99,69.4,14.96,69.25,0,0,0,0,3.91,18.10185185,0.17,0.78814815,0.56078773,9.70047718,32.83026425,0.11056146,0,7.6,2,8,16.9,4.2,0.17758784,4.6,9.18053717,81.11,11.72,11001005301,11001005301,UTC_BlockGroupPly2010_2020_262,{8E614BBE-314E-4256-96D3-482FD6A7BDBB},0,0
245,000202,2,110010002022,4,10.7,31.94029851,10.04,29.97014925,2.46830364,4.4384529,33.5,33.5,12.21,36.45,2.82,8.42,9.39,28.03,18.47,55.12,3.6,10.76,0.21,0.64,1.43,4.27,3.83,11.42,0,0,0,0,12.21,36.45,2.56,7.65,4.28,12.77,1.71,5.12,0.19,0.56,17.01,50.78,16.82,50.22,0,0,0,0,11.52,34.3880597,0.69,2.0619403,2.1927569,5.11692547,32.29102038,2.22748694,0,8.7,2.6,10.3,15.8,4.8,0.10153846,16.2,9.25788853,63.55,12.77,11001000202,11001000202,UTC_BlockGroupPly2010_2020_4,{388D0CA1-E821-4090-8F66-A2D5C2A6E4F4},0,0
246,010600,2,110010106002,435,16.35,6.36063023,24.12,9.38156359,3.37488125,0.35394788,257.1,257.1,23.59,9.18,10.5,4.09,88.01,34.23,222.94,86.71,44.03,17.12,24.3,9.45,23.55,9.16,43.06,16.75,0,0,0.06,0.02,23.59,9.18,8.86,3.45,55.67,21.65,46.81,18.21,1.34,0.52,177.84,69.17,176.44,68.63,0.06,0.02,0,0,25.03,9.73551147,-1.44,-0.55551147,0.25954592,18.20503138,33.43273113,1.21643278,0,9,2.5,9.1,22.1,5.3,0.16673904,4.8,10.24281387,90.82,21.65,11001010600,11001010600,UTC_BlockGroupPly2010_2020_435,{48C0915B-20D9-4C88-93A6-E57907EEA844},0,0
